HEATING DEGREE DAY TOTALS BY MONTH FOR SEASON BEGINNING JULY 1 OF YEAR, MISSING=-9999
STDV YEAR    JUL   AUG   SEP   OCT   NOV   DEC   JAN   FEB   MAR   APR   MAY   JUN   ANNL
4899 1990     55    66   183   645   909  1574  1462   920   956   751   439   164   8124
4899 1991     51    48   280   671  1114  1319  1286   930   822   562   331   179   7593
4899 1992    115   100   279   573  1134  1470  1492  1377   995   740   394   272   8940
4899 1993    159   129   368   691  1168  1229  1229  1230   885   672   310   135   8205
4899 1994     58    45   239   671  1089  1180  1300   991   987   793   592   256   8202
4899 1995     85    51   311   707   903  1203  1435  1107  1123   697   494   154   8269
4899 1996     47    71   342   674  1033  1291  1403  1155   938   880   436   156   8425
4899 1997     69    72   239   635  1043  1341  1273  1033  1103   715   400   327   8250
4899 1998     37    57   172   652   899  1305  1204   972   897   811   505   221   7733
4899 1999     49    65   382   590   750  1178  1222   960   928   639   369   191   7325
4899 2000     36    42   305   644  1338  1423 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5099 1930  -9999 -9999 -9999 -9999 -9999 -9999  1392  1223  1339   909   680   351  -9999
5099 1931    298   309   571  1005  1251  1678  1985  1698  1245   889   675   427  12032
5099 1932    284   383   616   884  1548  1611  2012  1479  1399   928   637   429  12209
5099 1933    279   366   611  1123  1254  2036  1924  1110  1316   878   659   389  11945
5099 1934    309   337   505   879  1291  1496  1787  1187  1429   930   669   334  11155
5099 1935    241   385   588  1041  1343  1603  1542  1541  1446   971   657   219  11576
5099 1936    207   259   572   789  1123  1712  1416  1557  1344   995   688   337  10997
5099 1937    289   373   502   802  1253  1682  1756  1490  1340   845   649   410  11390
5099 1938    312   331   490   788  1289  1476  1720  1373  1443   959   705   358  11245
5099 1939    300   421   587  1095  1452  1443  1456  1246  1292   729   564   323  10907
5099 1940    242   320   545   904  1276  1450  1647  1178  1160   820   631   311  10485
5099 1941    309   245   543  1021  1433  1565  1348  1072  1366   882   530   331  10644
5099 1942    263   326   457   906  1525  2009  1902  1280  1351   945   598   300  11861
5099 1943    298   366   582   878  1114  1366  1571  1151  1390  1028   640   331  10716
5099 1944    266   338   558   890  1294  1484  1328  1259  1369  1044   720   409  10959
5099 1945    287   382   582   984  1601  1601  1542  1386  1580  1039   657   338  11979
5099 1946    253   395   577   877  1481  1925  2106  1340  1209   952   617   387  12119
5099 1947    230   381   600   960  1171  1382  1527  1528  1462  1065   654   351  11312
5099 1948    322   431   644   973  1538  1898  1687  1661  1161  1081   709   480  12586
5099 1949    316   355   497   957  1190  1863  1835  1682  1220   964   668   378  11925
5099 1950    279   268   538  1016  1587  1670  1921  1532  1644   896   610   388  12348
5099 1951    227   321   543  1068  1262  1759  1937  1391  1393  1042   777   411  12130
5099 1952    289   362   596   877  1036  1522  1875  1321  1433   878   605   265  11057
5099 1953    216   334   570  1018  1366  1541  1817  1705  1361  1042   593   363  11926
5099 1954    310   334   549   872  1183  1927  1474  1507  1389  1119   731   468  11862
5099 1955    278   411   603  1074  1679  1817  1905  1597  1491   987   691   429  12961
5099 1956    286   355   618  1175  1522  1940  1597  1489  1203   905   597   267  11954
5099 1957    277   261   521   866  1067  1797  1521  1321  1200   850   627   324  10631
5099 1958    284   353   614  1147  1390  1559  1786  1238  1658  1024   636   318  12006
5099 1959    369   351   579  1016  1243  1585  1548  1203  1418  1037   560   405  11314
5099 1960    289   373   617   946  1372  1287  1432  1434  1578  1006   623   388  11347
5099 1961    319   384   562  1106  1455  1950  1635  1290  1438   951   719   398  12204
5099 1962    252   321   643   923  1353  1570  1455  1257  1363  1058   627   469  11291
5099 1963    277   336   499   967  1639  1329  1665  1382  1596  1068   823   352  11933
5099 1964    311   379   537   952  1363  2015  1755  1603  1049   936   769   481  12149
5099 1965    317   395   478  1176  1407  1742  1811  1440  1595  1004   748   350  12463
5099 1966    292   385   548  1061  1420  1716  1804  1455  1341   957   643   354  11976
5099 1967    265   317   548  1001  1230  1606  1738  1338  1244  1026   629   379  11321
5099 1968    233   295   625  1048  1341  1856  1976  1421  1270   866   600   287  11816
5099 1969    296   457   539   849  1387  1274  1867  1140  1126  1002   639   424  11002
5099 1970    338   406   642  1125  1281  1725  2110  1429  1631  1043   783   409  12921
5099 1971    315   352   604  1056  1462  1671  1914  1550  1668  1236   707   437  12973
5099 1972    225   307   624  1007  1323  1657  1976  1470  1373   940   671   414  11986
5099 1973    314   421   593  1066  1594  1559  1889  1603  1413   921   605   381  12357
5099 1974    297   305   477  1013  1370  1656  1814  1539  1414  1056   671   443  12053
5099 1975    277   358   568  1007  1597  1777  1658  1585  1376   967   694   390  12254
5099 1976    265   312   570  1031  1108  1444  1187  1073  1456  1032   685   336  10500
5099 1977    217   233   543   959  1610  1818  1435  1221  1240   903   610   461  11248
5099 1978    307   286   545   972  1282  1503  1529  1789  1232   929   594   392  11358
5099 1979    245   273   500   842  1088  1835  1799  1178  1273   884   635   393  10945
5099 1980    285   398   612   920  1215  2077  1143  1267  1057   982   516   385  10859
5099 1981    314   373   609   972  1345  1624  1898  1480  1328  1074   730   393  12142
5099 1982    305   357   560  1210  1381  1445  1684  1310  1252   899   611   343  11356
5099 1983    264   383   672  1033  1237  1549  1601  1520  1097   989   673   349  11368
5099 1984    291   363   539   984  1449  1543  1184  1560  1313  1223   722   454  11623
5099 1985    259   391   600  1159  1590  1249  1423  1303  1423  1151   665   367  11579
5099 1986    276   411   557   922  1347  1271  1431  1232  1314   940   636   404  10740
5099 1987    268   307   609   887  1280  1576  1550  1286  1204   936   603   350  10856
5099 1988    250   343   596  1060  1457  1466  2053  1360  1405   876   651   360  11877
5099 1989    222   266   493  1014  1522  1360  1708  1806  1242   834   542   299  11306
5099 1990    220   275   549  1061  1647  1663  1650  1374  1348   896   617   325  11625
5099 1991    298   380   504  1023  1326  1540  1491  1504  1339  1004   730   345  11486
5099 1992    246   361   824  1109  1266  1683  1670  1290  1221   809   516   315  11308
5099 1993    180   298   575   888  1288  1377  1484  1475  1372   887   615   341  10781
5099 1994    249   261   576  1055  1547  1636  1610  1351  1543   821   558   349  11557
5099 1995    257   335   419   930  1429  1563  1912  1457  1230   928   581   348  11390
5099 1996    252   374   642  1271  1440  1719  1715  1084  1427   893   580   299  11695
5099 1997    191   274   483  1164  1191  1602  1679  1206  1167   851   649   364  10820
5099 1998    266   412   563   957  1300  1664  1793  1693  1387   985   695   341  12056
5099 1999    266   319   557  1047  1436  1708  1738  1161  1190   936   696   347  11402
5099 2000    305   399   624  1010  1162  1340 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1930  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1931  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1932  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1933  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1934  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1935  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1936  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1937  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1938  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1939  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1940  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1941  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1942  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1943  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1944  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1945  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1946  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1947  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1948  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1949  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1950  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1951  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1952  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1953  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1954  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1955  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1956  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1957  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1958  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1959  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1960  -9999 -9999 -9999 -9999 -9999 -9999     7     4     4     2     1     0  -9999
5199 1961      0     0     0     0     3     6     5     9     8     2     1     0     34
5199 1962      0     0     0     0     1     5     7     3     4     1     2     0     24
5199 1963      0     0     0     0     1     2     4     8     7     3     3     0     29
5199 1964      0     0     0     0     2     2     6    24    13     2     1     0     50
5199 1965      0     0     0     0     1     8    13    13     6     5     1     0     47
5199 1966      0     0     0     0     1     3    10     5     4     2     0     0     25
5199 1967      0     0     0     0     1     4     6     4     3     1     0     0     20
5199 1968      0     0     0     0     0     3    17     6     7     4     1     0     36
5199 1969      0     0     0     0     1     4     6     8     6     2     1     0     28
5199 1970      0     0     0     0     2     5    10     3     3     1     1     0     26
5199 1971      0     0     0     0     1     4    12    11     2     2     1     0     33
5199 1972      0     0     0     0     1     4     6    10     3     2     1     0     27
5199 1973      0     0     0     0     0     2     1     3     2     0     0     0     10
5199 1974      0     0     0     0     1     2     6     6     5     2     1     0     22
5199 1975      0     0     0     0     1     3     5     7     6     3     1     0     26
5199 1976      0     0     0     0     1     2     3     2     2     1     0     0     12
5199 1977      0     0     0     0     0     2     4     4     2     1     0     0     12
5199 1978      0     0     0     0     1     3    11     8     5     1     0     0     29
5199 1979      0     0     0     0     0     1     4     2     2     0     0     0      9
5199 1980      0     0     0     0     0     1     1     2     2     0     0     0      7
5199 1981      0     0     0     0     0     1     3     3     5     1     1     0     14
5199 1982      0     0     0     0     0     2     4     5     3     1     1     0     16
5199 1983      0     0     0     0     0     1     2     3     1     0     0     0      7
5199 1984      0     0     0     0     0     2     6     3     5     2     1     0     19
5199 1985      0     0     0     0     1     2     3     2     1     0     0     0      9
5199 1986      0     0     0     0     0     1     5     9     4     1     2     0     23
5199 1987      0     0     0     0     0     1     3     2     1     0     0     0      8
5199 1988      0     0     0     0     0     1     3     4     2     2     0     0     11
5199 1989      0     0     0     0     0     3     2     8     5     0     0     0     19
5199 1990      0     0     0     0     0     2     8     3     7     2     1     0     22
5199 1991      0     0     0     0     0     2     9     8     4     2     0     0     26
5199 1992      0     0     0     0     0     1    13    13     7     1     1     0     36
5199 1993      0     0     0     0     2     4    12     5     6     2     1     0     31
5199 1994      0     0     0     0     0     4     6     7     2     1     1     0     22
5199 1995      0     0     0     0     0     1     3     9     8     0     0     0     21
5199 1996      0     0     0     0     0     4     7     4     3     1     1     0     19
5199 1997      0     0     0     0     1     6    10     8     4     3     3     0     34
5199 1998      0     0     0     0     1     4     8     8     6     3     1     0     31
5199 1999      0     0     0     0     1     4    11     6     3     4     1     0     31
5199 2000      0     0     0     0     1     4 -9999 -9999 -9999 -9999 -9999 -9999  -9999
6699 1930  -9999 -9999 -9999 -9999 -9999 -9999     0     0     0     0     0     0  -9999
6699 1931      0     0     0     0     0     0     0     0     0     0     0     0      1
6699 1932      0     0     0     0     0     0     0     1     1     0     0     0      2
6699 1933      0     0     0     0     0     0     1     0     0     0     0     0      2
6699 1934      0     0     0     0     0     0     0     0     1     0     0     0      2
6699 1935      0     0     0     0     0     0     0     0     1     0     0     0      1
6699 1936      0     0     0     0     0     0     1     1     0     0     0     0      2
6699 1937      0     0     0     0     0     0     1     1     2     1     0     0      5
6699 1938      0     0     0     0     0     0     0     1     2     0     0     0      4
6699 1939      0     0     0     0     0     0     0     0     1     0     0     0      2
6699 1940      0     0     0     0     0     0     0     0     0     0     0     0      1
6699 1941      0     0     0     0     0     0     0     0     0     0     0     0      0
6699 1942      0     0     0     0     0     0     0     0     1     0     0     0      1
6699 1943      0     0     0     0     0     0     0     0     1     0     0     0      1
6699 1944      0     0     0     0     0     0     0     0     1     0     0     0      2
6699 1945      0     0     0     0     0     0     0     1     1     0     0     0      3
6699 1946      0     0     0     0     0     0     1     0     0     0     0     0      1
6699 1947      0     0     0     0     0     0     0     0     1     0     0     0      2
6699 1948      0     0     0     0     0     0     1     1     1     0     0     0      3
6699 1949      0     0     0     0     0     0     3     1     2     1     0     0      8
6699 1950      0     0     0     0     0     0     1     2     3     0     0     0      7
6699 1951      0     0     0     0     0     0     1     0    10     0     0     0     12
6699 1952      0     0     0     0     0     1     0     0     1     0     0     0      2
6699 1953      0     0     0     0     0     0     0     0     0     0     0     0      1
6699 1954      0     0     0     0     0     0     1     1     2     0     0     0      4
6699 1955      0     0     0     0     0     0     1     1     1     0     0     0      2
6699 1956      0     0     0     0     0     0     0     0     0     0     0     0      0
6699 1957      0     0     0     0     0     0     0     0     0     0     0     0      0
6699 1958      0     0     0     0     0     0     0     0     0     0     0     0      1
6699 1959      0     0     0     0     0     0     0     0     0     0     0     0      0
6699 1960      0     0     0     0     0     0     0     0     1     0     0     0      1
6699 1961      0     0     0     0     0     0     0     0     0     0     0     0      1
6699 1962      0     0     0     0     0     0     0     0     0     0     0     0      0
6699 1963      0     0     0     0     0     0     0     0     0     0     0     0      0
6699 1964      0     0     0     0     0     0     0     0     0     0     0     0      1
6699 1965      0     0     0     0     0     0     0     0     0     0     0     0      0
6699 1966      0     0     0     0     0     0     0     0     1     0     0     0      2
6699 1967      0     0     0     0     0     1     1     1     2     1     0     0      5
6699 1968      0     0     0     0     0     0     0     0     0     0     0     0      1
6699 1969      0     0     0     0     0     0     0     0     1     0     0     0      2
6699 1970      0     0     0     0     0     1     1     1     1     0     0     0      4
6699 1971      0     0     0     0     0     1     1     1     2     0     0     0      5
6699 1972      0     0     0     0     0     1     0     1     1     0     0     0      3
6699 1973      0     0     0     0     0     1     1     1     2     1     0     0      5
6699 1974      0     0     0     0     0     1     2     1     2     0     0     0      7
6699 1975      0     0     0     0     0     2     3     2     4     1     0     0     11
6699 1976      0     0     0     0     0     1     1     1     1     0     0     0      3
6699 1977      0     0     0     0     0     0     1     0     1     0     0     0      2
6699 1978      0     0     0     0     0     0     1     1     2     0     0     0      4
6699 1979      0     0     0     0     0     0     0     0     1     0     0     0      2
6699 1980      0     0     0     0     0     0     0     0     0     0     0     0      1
6699 1981      0     0     0     0     0     0     1     0     2     0     0     0      3
6699 1982      0     0     0     0     0     1     0     0     0     0     0     0      1
6699 1983      0     0     0     0     0     0     1     1     2     0     0     0      4
6699 1984      0     0     0     0     0     1     1     1     2     1     0     0      6
6699 1985      0     0     0     0     0     1     1     1     1     0     0     0      3
6699 1986      0     0     0     0     0     0     1     0     1     0     0     0      2
6699 1987      0     0     0     0     0     0     1     0     2     0     0     0      2
6699 1988      0     0     0     0     0     1     1     1     1     0     0     0      5
6699 1989      0     0     0     0     0     1     1     1     2     0     0     0      5
6699 1990      0     0     0     0     0     1     1     1     1     0     0     0      4
6699 1991      0     0     0     0     0     2     1     1     1     0     0     0      5
6699 1992      0     0     0     0     0     1     1     1     2     0     0     0      5
6699 1993      0     0     0     0     0     0     1     1     1     0     0     0      3
6699 1994      0     0     0     0     0     0     0     0     2     0     0     0      3
6699 1995      0     0     0     0     0     0     1     1     1     0     0     0      3
6699 1996      0     0     0     0     0     2     1     1     2     0     0     0      6
6699 1997      0     0     0     0     0     0     0     0     1     0     0     0      1
6699 1998      0     0     0     0     0     0     0     2     1     0     0     0      4
6699 1999      0     0     0     0     0     1     2     1     4     0     0     0      8
6699 2000      0     0     0     0     0     0 -9999 -9999 -9999 -9999 -9999 -9999  -9999
6799 1930  -9999 -9999 -9999 -9999 -9999 -9999     0     0     0     0     0     0  -9999
6799 1931      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1932      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1933      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1934      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1935      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1936      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1937      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1938      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1939      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1940      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1941      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1942      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1943      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1944      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1945      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1946      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1947      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1948      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1949      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1950      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1951      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1952      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1953      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1954      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1955      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1956      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1957      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1958      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1959      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1960      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1961      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1962      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1963      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1964      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1965      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1966      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1967      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1968      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1969      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1970      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1971      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1972      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1973      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1974      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1975      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1976      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1977      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1978      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1979      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1980      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1981      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1982      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1983      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1984      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1985      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1986      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1987      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1988      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1989      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1990      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1991      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1992      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1993      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1994      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1995      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1996      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1997      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1998      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 1999      0     0     0     0     0     0     0     0     0     0     0     0      0
6799 2000      0     0     0     0     0     0 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1930  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1931  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1932  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1933  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1934  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1935  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1936  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1937  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1938  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1939  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1940  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1941  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1942  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1943  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1944  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1945  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1946  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1947  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1948  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1949  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1950  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1951  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1952  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1953  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1954  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1955  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1956  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1957  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1958  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1959  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1960  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1961      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1962      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1963      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1964      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1965      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1966      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1967      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1968      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1969      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1970      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1971      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1972      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1973      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1974      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1975      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1976      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1977      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1978      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1979      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1980      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1981      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1982      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1983      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1984      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1985      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1986      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1987      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1988      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1989      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1990      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1991      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1992      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1993      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1994      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1995      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1996      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1997      0     0     0     0     0     0     0     0     0     0     0     0      0
