HEATING DEGREE DAY TOTALS BY MONTH FOR SEASON BEGINNING JULY 1 OF YEAR, MISSING=-9999
STDV YEAR    JUL   AUG   SEP   OCT   NOV   DEC   JAN   FEB   MAR   APR   MAY   JUN   ANNL
3199 1937      0     0    39   250   536   747   747   483   311   181    45     8   3347
3199 1938      0     0    22   195   361   707   663   466   380   215    63     1   3074
3199 1939      0     0     9   144   546   690  1093   644   558   257    75     4   4020
3199 1940      1     1    36   202   448   593   762   771   646   156    34     4   3653
3199 1941      0     0     8    81   427   625   789   754   432   159    44     3   3321
3199 1942      0     1    16   168   394   754   686   582   515   253    42     0   3413
3199 1943      0     0    44   221   493   722   745   548   501   218    27     1   3521
3199 1944      1     1    15   204   497   844   784   575   226   117    90     5   3359
3199 1945      0     0     9   203   390   871   697   558   291   173    66     5   3265
3199 1946      0     2    23   166   304   585   592   806   710   155    50     7   3401
3199 1947      3     0    15   117   524   736   910   617   356   130    52     5   3466
3199 1948      0     1    33   269   312   603   490   442   446   233    52     3   2883
3199 1949      0     1    34   115   485   632   421   525   534   248    42     4   3040
3199 1950      1     2    26   130   529   853   705   580   473   228    72     4   3602
3199 1951      0     0    17   136   560   637   569   566   490   199    49     0   3223
3199 1952      0     1    33   286   446   726   601   528   435   211    18     2   3287
3199 1953      0     1    25   155   460   687   714   504   489   110   121     7   3273
3199 1954      0     0    10   158   541   780   790   600   377   124    33    22   3434
3199 1955      0     0    17   204   487   828   825   516   491   254    50     5   3678
3199 1956      1     1    34   158   485   443   715   482   511   134    41     3   3006
3199 1957      0     1    18   298   407   642   907   830   616   215    52     7   3993
3199 1958      0     0    30   225   356   848   788   574   525   174    28     5   3552
3199 1959      0     0    19   149   458   679   729   673   843   152    73     6   3781
3199 1960      0     0    20   167   435   880   877   555   380   341   112    11   3778
3199 1961      1     0    13   217   360   710   802   553   581   263    18     6   3526
3199 1962      0     1    33   157   511   832   871   797   385   160    76     8   3831
3199 1963      1     1    43   181   433   946   771   722   470   192    52     3   3816
3199 1964      0     1    35   303   345   638   748   644   582   207    21    11   3535
3199 1965      0     0    19   235   418   679   899   670   507   258    72    12   3768
3199 1966      0     1    34   240   452   744   683   722   411   139   110    15   3552
3199 1967      1     3    71   233   564   603   882   815   437   199    93     7   3909
3199 1968      0     0    32   177   450   819   858   691   636   186    63     4   3916
3199 1969      0     2    33   196   529   810   954   668   516   165    47     6   3925
3199 1970      0     0     7   162   460   646   813   649   587   253    98     4   3679
3199 1971      1     0    11   111   467   458   623   683   476   226    99    22   3175
3199 1972      1     0    21   250   483   575   768   703   356   241    96     5   3499
3199 1973      0     0    10   159   377   696   477   600   363   189    55    17   2945
3199 1974      1     1    41   269   462   695   644   538   527   265    42     5   3490
3199 1975      0     0    26   143   373   723   844   437   339   176    93    12   3165
3199 1976      1     1    43   331   636   818  1115   683   370   130    39     7   4175
3199 1977      0     0    17   271   380   753   962   866   552   190    86     5   4084
3199 1978      0     0    17   239   341   669   847   801   431   183    66    17   3611
3199 1979      1     0    28   226   371   688   747   780   566   190    55     8   3660
3199 1980      0     0    12   264   515   736   950   625   574   127    98     2   3903
3199 1981      0     1    40   267   464   825   937   564   442   275    34     6   3856
3199 1982      0     1    36   221   393   543   826   670   452   321    82    10   3556
3199 1983      0     0    26   193   446   791   868   543   533   279    82     3   3764
3199 1984      1     1    41    89   522   482   941   646   394   135    51     5   3308
3199 1985      0     1    26   110   215   791   806   542   449   151    52     2   3145
3199 1986      0     1    15   151   365   689   829   694   510   283    39     3   3578
3199 1987      0     0    28   349   388   650   946   663   477   232    83     8   3822
3199 1988      0     0    44   351   422   741   646   594   451   235   110     5   3600
3199 1989      0     1    25   190   433   967   577   429   365   207    62     5   3260
3199 1990      0     0    21   152   367   544   722   534   393   150    20     4   2907
3199 1991      0     1    22   197   491   586   704   529   490   222   126    21   3388
3199 1992      0     2    23   267   415   708   671   689   564   274    51     4   3670
3199 1993      0     0    16   223   423   762   882   603   424   131   109     4   3577
3199 1994      0     1    43   234   338   569   734   690   409   171    55     9   3254
3199 1995      0     0    32   168   567   822   829   637   605   229    46     4   3939
3199 1996      0     1    28   211   575   640   755   527   335   302   123    19   3516
3199 1997      0     1    25   214   543   728   645   542   485   200    37     2   3423
3199 1998      0     0     9   173   389   555   622   560   560   152    73     9   3101
3199 1999      0     0    39   226   318   664   806   540   372   242    37     2   3244
3199 2000      0     1    32   199   517   921 -9999 -9999 -9999 -9999 -9999 -9999  -9999
3299 1930  -9999 -9999 -9999 -9999 -9999 -9999  1435  1087  1252   664   416    73  -9999
3299 1931     31    74   180   555  1062  1415  1758  1488  1462   670   328    81   9104
3299 1932     37    57   288   847  1243  1673  1694  1636  1155   795   366    44   9834
3299 1933     22    53   191   762  1160  1805  1578  1333  1240   675   163   117   9101
3299 1934     24    77   395   523   963  1676  1970  1180  1231   829   502   198   9568
3299 1935     14    88   281   686  1475  1672  2267  2220  1270   913   219    96  11201
3299 1936      2    51   210   745  1164  1599  2319  1674  1290   767   303   137  10261
3299 1937     29    23   254   698  1236  1716  1791  1653  1011   694   442   130   9677
3299 1938     39    40   172   473  1278  1516  1636  1897  1330   748   227   197   9553
3299 1939     21    51   241   757   933  1226  1948  1437  1355   843   362   147   9321
3299 1940     24    67   148   485  1317  1457  1739  1540  1300   646   263   117   9103
3299 1941     28    62   309   653  1075  1371  1488  1468  1103   618   482   195   8852
3299 1942     69    85   360   599  1140  1744  2108  1442  1509   633   485   194  10368
3299 1943     30    68   311   546  1123  1394  1383  1536  1509   754   267   154   9076
3299 1944     59    89   289   533  1141  1565  1677  1436   994   832   559   252   9427
3299 1945     60    74   351   641  1302  1835  1745  1590   962   536   464   140   9701
3299 1946     30    94   298   776  1212  1639  1554  1605  1332   779   493   209  10020
3299 1947     36    39   309   448  1308  1632  1798  1664  1511   760   342   148   9995
3299 1948     41    48   135   594  1100  1722  1986  1781  1368   565   304   125   9768
3299 1949     42    32   316   675   885  1778  2343  1621  1446  1006   509   151  10802
3299 1950     79   118   247   584  1331  1764  1963  1532  1637   806   298   226  10587
3299 1951     54   124   383   728  1330  1856  1967  1357  1456   530   337   105  10228
3299 1952     54    65   189   700  1061  1457  1632  1327  1221   876   428   139   9150
3299 1953     55    42   261   424   920  1441  2083  1013  1307   789   489   169   8993
3299 1954     33    83   316   667   918  1345  1714  1648  1477   526   271   152   9151
3299 1955     27    35   285   570  1502  1888  1861  1632  1395   929   403    62  10588
3299 1956     80    79   346   525  1092  1504  1986  1503  1213   759   356   180   9623
3299 1957     16    78   335   667  1108  1358  1494  1534  1204   657   284   223   8959
3299 1958     96    48   246   583  1154  1712  1964  1663  1071   722   430    91   9780
3299 1959     31    37   307   840  1368  1295  1805  1546  1520   744   354   166  10014
3299 1960     26    49   221   595  1127  1639  1678  1342  1029   853   423    63   9047
3299 1961     45    25   376   603  1110  1800  1850  1654  1388   744   401   122  10117
3299 1962     86    53   320   526   955  1493  1976  1476  1028   700   408    88   9111
3299 1963     23    52   176   328  1002  1768  1580  1292  1429   660   294   153   8756
3299 1964     26   117   356   612  1191  1965  2015  1602  1593   768   398   149  10791
3299 1965     59    98   585   546  1186  1402  2222  1627  1096   889   436   131  10276
3299 1966     21   107   237   640  1329  1621  1718  1652  1238   845   507   166  10081
3299 1967     51    66   202   677  1117  1606  1828  1533   995   710   477   170   9433
3299 1968     59   115   269   632  1081  1775  2129  1495  1518   635   342   269  10319
3299 1969     69    23   236   824  1050  1517  1994  1475  1491   845   436    76  10037
3299 1970     25    48   262   677  1206  1749  2049  1486  1252   682   395   104   9935
3299 1971     97    40   288   637  1139  1729  1966  1674  1288   786   292   110  10046
3299 1972     99    50   358   771  1183  1854  1592  1326   931   741   369   119   9391
3299 1973     58    32   323   522  1298  1717  1928  1482  1352   744   485   131  10071
3299 1974     16   142   373   582  1100  1411  1669  1567  1422   952   375   140   9750
3299 1975     18    99   332   599  1060  1557  1743  1207  1312   598   332    94   8952
3299 1976     36    35   226   799  1236  1708  2093  1247  1030   504   149   100   9163
3299 1977     35   173   307   604  1202  1820  2135  1695  1267   721   272   129  10360
3299 1978     53    61   172   611  1317  1818  2178  1876  1398   972   531   131  11119
3299 1979     35    98   205   659  1205  1340  1828  1501  1362   518   217   111   9079
3299 1980     29   118   307   703   967  1586  1539  1273   971   585   372   178   8628
3299 1981     37    45   273   685   908  1670  2262  1582  1338   801   363   218  10182
3299 1982     45    83   294   663  1263  1432  1469  1211  1177   799   478   140   9053
3299 1983     21    18   310   666  1067  2096  1660  1107  1307   661   407   130   9451
3299 1984     37    32   413   668  1141  1799  1840  1538  1038   570   244   226   9546
3299 1985     46   142   399   703  1547  1837  1495  1512   945   702   309    85   9724
3299 1986     43    97   353   624  1324  1383  1444  1096  1166   459   227    68   8282
3299 1987     33   107   238   739   943  1348  1818  1517  1118   634   217    18   8730
3299 1988     18    44   303   706  1149  1540  1644  1757  1403   704   302   144   9715
3299 1989     13    50   260   627  1195  1827  1351  1344  1042   687   394   110   8901
3299 1990     51    40   195   672  1051  1736  1826  1145  1096   583   282    78   8755
3299 1991     43    29   278   792  1308  1409  1427  1163   996   755   281   161   8643
3299 1992    147   128   326   671  1174  1735  1847  1558  1168   710   352   206  10023
3299 1993    130    96   391   729  1213  1548  2108  1749  1074   697   278   112  10124
3299 1994     80    87   196   566  1049  1475  1737  1396  1255   850   422    77   9188
3299 1995     56    40   286   683  1309  1672  2028  1447  1488   873   453    98  10433
3299 1996     67    43   279   685  1498  1881  1982  1384  1355   867   434    72  10548
3299 1997     43    64   189   627  1199  1248  1708  1055  1321   544   273   190   8460
3299 1998     36    30   160   612  1098  1491  1829  1205  1066   669   344   137   8677
3299 1999     40    69   344   686   842  1279  1658  1205   952   705   320   183   8282
3299 2000     40    56   277   587  1273  1945 -9999 -9999 -9999 -9999 -9999 -9999  -9999
3399 1930  -9999 -9999 -9999 -9999 -9999 -9999  1067   868   938   491   248    32  -9999
3399 1931      0     9    33   286   474   811   819   794  1014   540   197    23   4999
3399 1932      4     9    78   365   802  1051   883   961   867   468   161     8   5658
3399 1933      2    11    47   423   814   974  1020  1289   962   509   151     6   6207
3399 1934      0    14    57   366   610  1101  1124   980   630   570   326    63   5842
3399 1935      0    10   109   374   700  1256  1346  1223   731   606   152    29   6536
3399 1936      1     3    45   376   848   945   937   968   974   508   218    33   5857
3399 1937      5     4   139   448   800  1148  1128   815   634   416   202    47   5785
3399 1938      3     4    96   327   659  1024  1024   939   798   584   164    14   5638
3399 1939      6     9    37   322   776   958  1525  1019   963   601   268    29   6514
3399 1940      4    12   136   364   763   893  1132  1094  1030   343   159    26   5957
3399 1941      2    17    48   273   673   891  1172  1108   755   367   170    22   5496
3399 1942      2    18   104   347   682  1186  1143   964   903   621   219     9   6198
3399 1943      3    13   144   431   801  1134  1046   938   918   547   108    10   6093
3399 1944      2     7   102   400   699  1232  1388   994   513   400   324    57   6119
3399 1945      9    13    62   432   687  1252  1092   938   499   475   255    43   5755
3399 1946      7    52    79   278   602   949   985  1207  1032   480   282    50   6002
3399 1947     26     1    78   198   809  1061  1400  1002   761   358   255    39   5989
3399 1948      3    14    80   483   583   972   924   840   799   526   179    11   5413
3399 1949      0    14   176   243   714   942   843   954   941   630   193    42   5691
3399 1950     13    26   114   285   852  1248  1081   981   824   529   188    32   6172
3399 1951      5    20   113   303   889  1058   986   893   850   448   239    14   5818
3399 1952      0    13    99   511   661   952   969   860   748   561   160    14   5550
3399 1953      3     9    79   299   655   977  1085   784   888   306   298    25   5406
3399 1954      6    15    55   314   714  1044  1175   954   782   300   156    66   5580
3399 1955      1     3    64   351   793  1123  1198   904   860   543   230    32   6101
3399 1956      7    16   145   266   703   822  1277   860   814   409   200    25   5545
3399 1957      5    16    93   463   698   918  1176  1178   910   438   233    82   6210
3399 1958      6    21    96   370   641  1311  1247   946   866   435   123    26   6088
3399 1959      4     2    52   364   797   924  1049  1021  1207   356   248    46   6069
3399 1960     14     8    58   366   655  1260  1304   863   714   629   318    58   6246
3399 1961      6    10    37   316   689  1085  1244  1020   900   495   101    22   5924
3399 1962     11    15   148   330   738  1228  1396  1215   742   448   265    36   6570
3399 1963      7    40   129   212   626  1342  1095  1062   806   413   148    30   5912
3399 1964      3    28    98   463   609  1005  1171  1030   979   502   107    38   6033
3399 1965     15    21    65   434   666   880  1307  1008   756   529   322    34   6037
3399 1966      2    21   145   466   686  1060  1001  1110   803   401   345    23   6061
3399 1967     13    35   165   388   841   960  1304  1149   767   405   292    39   6358
3399 1968      6     8    84   365   672  1098  1216   990   949   428   204    54   6073
3399 1969      4    15   111   388   787  1180  1401  1055   939   422   144    31   6477
3399 1970      6    11    47   318   694   979  1295  1002   940   544   284    17   6137
3399 1971     12    25    48   214   721   837  1150  1075   895   509   183    92   5761
3399 1972      7    19    86   494   785   966  1083  1009   566   474   281    21   5791
3399 1973      4     8    64   275   638  1021  1039  1017   753   407   239    65   5532
3399 1974      7    17   181   450   673  1040  1037   941   906   639   146    23   6060
3399 1975      7     8   187   358   554   998  1290   796   619   429   273    29   5548
3399 1976     12    42   163   561   938  1273  1666  1083   659   368   115    63   6941
3399 1977      2    16    67   449   643  1146  1441  1380  1001   483   244    36   6909
3399 1978      8    11    57   463   651  1015  1383  1322   717   516   247    42   6432
3399 1979     13    19   107   419   667   966  1167  1166   934   520   197    68   6242
3399 1980      5     4    80   498   782  1096  1348   949   865   367   271    33   6298
3399 1981      5    19   132   458   701  1107  1392  1065   825   589   112    75   6481
3399 1982      4    40   120   334   617   782  1105   891   727   541   296    39   5495
3399 1983      1     4    85   357   648  1278  1345   811  1063   505   300    20   6416
3399 1984     16    14   139   262   754   840  1359  1117   718   311   171    74   5775
3399 1985      9    20    80   308   555  1250  1158   957   753   371   163    33   5655
3399 1986      3    25    56   334   742  1009  1154   920   723   450   136    17   5568
3399 1987      1    11    94   543   581   935  1238  1051   815   491   188    34   5982
3399 1988      1     4   124   578   666  1062   940  1064   776   544   284    39   6082
3399 1989      3    18   117   382   740  1447   890   810   668   458   274    42   5848
3399 1990      8    19    99   370   580   895  1139   880   707   355    80    12   5142
3399 1991      1     9    98   322   770   949  1088   847   822   471   248    82   5707
3399 1992      8    45   120   464   682   991  1022  1086   912   488   205    42   6065
3399 1993      1     8   140   447   684  1030  1407  1052   847   397   307    25   6345
3399 1994      4    27   118   375   556   879  1113  1077   734   514   248    22   5668
3399 1995      2     3   140   330   856  1197  1233  1019   985   509   247    26   6546
3399 1996     12    12   109   377   879   918  1217   855   742   569   356    43   6089
3399 1997      7    35   123   391   785   978   914   745   729   427   117    29   5282
3399 1998      7     7    52   353   631   862  1145   848   927   381   164    22   5400
3399 1999      0    22    89   398   566   992  1199   837   666   473   159    23   5424
3399 2000     17    22   113   311   750  1344 -9999 -9999 -9999 -9999 -9999 -9999  -9999
3499 1930  -9999 -9999 -9999 -9999 -9999 -9999   750   523   642   289   102     1  -9999
3499 1931      0     2     1    79   342   642   797   459   634   149    38     2   3146
3499 1932      0     0    21   196   605   909   603   751   443   185    31     0   3744
3499 1933      0     1     5   156   412   612   741   664   543   171    35     0   3341
3499 1934      0     0    46    95   391   797   749   605   319   256    95     8   3362
3499 1935      0     1    43   153   604   846   965   916   342   192    29     0   4091
3499 1936      0     0    12   232   553   677  1048   695   616   198    29     1   4061
3499 1937      0     0    21   180   593   858   758   551   295   211    48     2   3517
3499 1938      0     0    13    75   521   753   680   764   401   219    30     1   3457
3499 1939      0     0     2   102   541   646  1289   712   443   218    54     4   4010
3499 1940      0     3    26    94   584   722   766   722   628   183    21     5   3755
3499 1941      0     0    15   115   496   685   913   711   492   153    60     3   3643
3499 1942      0     2    39   168   400   777   869   549   646   131    62     1   3644
3499 1943      0     0    34   199   503   894   830   592   554   248    42     0   3896
3499 1944      0     0    25   122   412   898   845   682   367   239    71     6   3667
3499 1945      0     0    24   176   401   942   843   531   324   108    81     4   3435
3499 1946      0     0    27   110   472   622   845   801   656   225    71     2   3830
3499 1947      0     0     7    62   593   750  1052   783   655    94    39     2   4037
3499 1948      0     2    19   197   524   717  1060   718   529   230    30     1   4026
3499 1949      0     4    58   165   400   746   838   572   556   223    42     1   3606
3499 1950      3     7    36    79   559   845   835   633   531   257    47     5   3837
3499 1951      0     0    29   155   651   761   645   541   560   275    53     0   3669
3499 1952      0     0    23   228   520   815   717   582   361   283    59     0   3589
3499 1953      0     1    11   127   474   776   848   413   531    82    99     3   3365
3499 1954      0     0     4   112   424   725   804   684   473   106    20     8   3359
3499 1955      0     0    10   162   545   820   903   654   435   230    15     0   3774
3499 1956      0     0     6    86   534   693   960   530   560   253    56     5   3684
3499 1957      0     1    43   248   561   621   822   817   735   252    32     1   4133
3499 1958      0     1    17   155   400   864   957   682   481   200    24     1   3782
3499 1959      1     0    21   233   650   661   880   828   800   154    65     2   4294
3499 1960      0     1    13   111   421   864   929   604   425   234    58     6   3666
3499 1961      0     4    36   146   546   875  1031   560   561   252     8     4   4021
3499 1962      0     1    30   104   481   764  1099   695   386   106    26     0   3694
3499 1963      0     0    12    37   425  1020   776   741   553   119    21     2   3706
3499 1964      0     1    27   197   402   821   778   705   782   121    21     3   3858
3499 1965      0     1    20   163   314   590  1001   745   415   225    55     3   3532
3499 1966      0     6    45   196   355   848   756   687   325    98    76     2   3395
3499 1967      1     5    48   160   522   794   876   767   473   205    77     2   3930
3499 1968      0     1    38   151   560   856   840   642   716   178    33     5   4021
3499 1969      0     1    20   225   502   771  1042   629   624   187    25     2   4028
3499 1970      0     0    17   232   556   655   881   729   513   173    61     1   3819
3499 1971      0     4    20   115   462   686   900   631   373   123    51     1   3366
3499 1972      0     0    11   189   664   943   967   708   396   284    68     3   4234
3499 1973      0     2    28   104   369   780   929   572   336   161    15     7   3303
3499 1974      0     7   104   138   482   803   777   787   602   199    40     3   3942
3499 1975      0     2    56   132   442   738   846   405   407   160   112     8   3308
3499 1976      0     1    38   318   662   844  1156   569   396   143    21     0   4149
3499 1977      0     0    10   147   423   775  1218  1009   560   129    48     3   4321
3499 1978      0     0     5   149   444   845  1261   930   453   213    66     3   4369
3499 1979      0     2    24   108   580   709   839   761   563   233    47     0   3865
3499 1980      0     0    10   190   478   698   835   609   441    77    75     2   3415
3499 1981      0     3    20   180   440   801   942   779   414   254    40     9   3883
3499 1982      0     0    21   169   487   689   853   656   536   347    82     8   3848
3499 1983      0     0    16   133   428  1221   979   557   568   271    55     0   4227
3499 1984      0     0    31   162   476   653  1067   804   378   138    30     3   3743
3499 1985      0     0    18   164   529   955   691   558   333   125    36     1   3410
3499 1986      0     3    13   181   587   762   920   565   484   181    16     1   3713
3499 1987      0     0    37   224   451   794   991   717   514   226    39     0   3993
3499 1988      0     0    27   233   438   703   708   917   477   146    40     8   3697
3499 1989      0     3    61   126   427  1070   652   556   443   220    68     0   3626
3499 1990      0     0    12   197   340   893   977   508   385   154    18     0   3484
3499 1991      0     2    36   145   613   633   754   480   390   180    70    10   3311
3499 1992      0    11    27   161   559   745   909   736   549   277    70     3   4047
3499 1993      0     0    52   258   601   709   911   744   417   180    64     0   3937
3499 1994      0     3    36   139   429   698   808   565   464   230    81     7   3459
3499 1995      0     0    38   156   490   794   912   611   616   226    13     0   3858
3499 1996      0     4    46   175   580   732   887   607   402   304    73     5   3815
3499 1997      0     3    16   167   569   814   763   568   579   257    20     0   3757
3499 1998      0     0     3   128   377   745   790   446   514   174    51     5   3232
3499 1999      0     0    45   149   270   670   766   487   398   212    25     6   3028
3499 2000      0     0    11   119   647  1076 -9999 -9999 -9999 -9999 -9999 -9999  -9999
3599 1930  -9999 -9999 -9999 -9999 -9999 -9999   745   650   586   396   199   159  -9999
3599 1931     44    62   201   407   740   871   895   748   605   480   346   115   5514
3599 1932    112    75   143   360   564   958   896   829   658   498   456   185   5734
3599 1933     70    53   266   348   640   659   662   537   408   290   233   154   4321
3599 1934     83    50   189   336   544   768   872   634   755   496   347   143   5219
3599 1935     80    65   120   468   772   834   775   855   690   388   241   128   5415
3599 1936     70    58   182   330   712   788  1187   760   597   554   301   129   5667
3599 1937     56    86   158   316   555   744   822   702   679   440   292   121   4970
3599 1938     33   102    97   379   734   794   792   770   599   390   270   210   5170
3599 1939     53    47   137   383   594   676   809   605   528   420   226    89   4568
3599 1940     64    43   136   328   716   768   767   584   486   426   306   183   4806
3599 1941     27    76   242   408   581   779   942   701   664   460   361   215   5456
3599 1942     42    42   147   370   659   760   996   641   662   410   382   223   5335
3599 1943     72   100   100   383   619   843   865   702   674   513   331   199   5400
3599 1944     67    84   118   289   684   866   783   647   711   535   289   182   5255
3599 1945     52    68   206   390   664   804   835   697   655   490   277   211   5350
3599 1946     69    70   209   544   713   782   943   597   541   410   216   209   5304
3599 1947     94   111   151   384   635   779   842   759   716   589   366   109   5533
3599 1948    102   109   200   440   720   950  1193   769   639   415   256   163   5956
3599 1949     85    79   148   548   507   831  1134   739   695   534   370   163   5833
3599 1950     63    42   162   424   603   625   861   674   767   401   319   120   5061
3599 1951     58    83   132   432   641   902   928   706   716   434   311   222   5565
3599 1952     49    66   103   262   784   802   635   650   666   518   403   276   5215
3599 1953     79    78   127   370   535   739   840   627   713   495   303   258   5165
3599 1954    121   136   209   432   521   818   877   748   776   640   411   175   5864
3599 1955    135    90   185   392   722   800   806   845   699   438   257   225   5595
3599 1956     49    82   165   460   702   806  1078   673   615   444   258   139   5472
3599 1957     92   113    94   423   691   731   732   499   676   485   184    97   4817
3599 1958     23    29   159   330   607   650   747   683   624   444   381   158   4835
3599 1959     44    89   220   372   648   815   921   682   624   475   394   139   5425
3599 1960     40    98   155   377   637   825   715   566   622   495   344    88   4961
3599 1961     42    30   240   430   726   806   909   683   700   421   438   189   5614
3599 1962     82    90   141   405   578   743   986   496   649   568   309   198   5246
3599 1963    128    74    90   365   605   802   794   697   699   558   411   211   5435
3599 1964     77   104   218   356   717   838   810   641   603   445   405   193   5406
3599 1965     51    63   215   308   550   869   821   700   649   438   311   167   5143
3599 1966     87    66   129   405   584   720   734   633   696   626   329   105   5114
3599 1967     42    15    88   384   588   840   829   517   558   543   343   158   4903
3599 1968     50    99   168   441   609   870   996   747   623   503   239    98   5443
3599 1969     85   101   159   476   620   753   775   574   621   603   334   102   5201
3599 1970     52    69   246   454   613   847   835   684   734   538   329   245   5646
3599 1971     63    36   234   487   665   868   884   655   549   588   277   154   5458
3599 1972     39    41   236   444   605   970   879   606   654   480   275   152   5380
3599 1973     52   107   150   431   693   703   919   690   633   506   392   132   5409
3599 1974     75    53    86   387   596   742   779   700   705   629   340   196   5287
3599 1975     55   118   115   432   677   749   775   700   708   538   327   242   5436
3599 1976     74   102   131   385   563   842   899   592   690   428   438   126   5270
3599 1977     88    24   213   405   676   721   751   593   516   506   382   115   4991
3599 1978     53    70   214   351   783   949  1077   700   545   477   288   144   5652
3599 1979     47    75   104   308   684   705   920   622   655   427   351   243   5141
3599 1980     60   113   153   362   579   722   720   631   583   461   342   186   4914
3599 1981     80    29   149   448   580   738   890   686   656   573   338   121   5289
3599 1982     85    62   176   402   711   811   722   571   543   490   272   195   5041
3599 1983    107    57   211   406   576   936   779   622   537   536   369   219   5355
3599 1984     62    64   187   489   654   912   931   746   704   413   322   139   5621
3599 1985     21    82   254   450   880   989   705   610   478   508   320    83   5381
3599 1986    111    26   244   348   591   808   840   611   577   368   240    99   4864
3599 1987     87    51   127   290   575   854   847   615   611   434   353   172   5017
3599 1988     51    68   148   262   610   815   796   876   642   350   320   119   5056
3599 1989     94    92   130   412   589   815   743   724   549   369   351   150   5018
3599 1990     28    37    97   445   607  1024   856   499   672   513   408   238   5424
3599 1991     44    41    93   358   581   758   716   508   464   364   175    74   4175
3599 1992     38    37   160   344   627   859   947   756   546   468   218   175   5176
3599 1993    139    65   125   315   757   787   709   710   528   411   249   179   4974
3599 1994     35    55    96   435   773   782   709   539   592   496   261   155   4927
3599 1995     37    86    97   414   487   740   773   672   577   419   381   168   4851
3599 1996     25    46   205   420   624   763   792   645   601   486   189   164   4960
3599 1997     58    29   122   429   534   819   705   585   575   463   360   154   4834
3599 1998     24    37   100   419   579   859   753   661   665   512   398   194   5200
3599 1999     80    47   143   380   510   742   819   615   646   391   310   115   4798
3599 2000     67    67   155   402   745   800 -9999 -9999 -9999 -9999 -9999 -9999  -9999
3699 1930  -9999 -9999 -9999 -9999 -9999 -9999  1079   922   887   500   195    32  -9999
3699 1931      1    11    32   295   485   830   760   836   972   544   199    30   4994
3699 1932      8    10    74   354   769   979   868   948   881   445   146    14   5497
3699 1933      4    12    60   412   802  1034  1016  1314   937   490   153     8   6242
3699 1934      2    26    61   415   601  1058  1168  1015   690   538   289    43   5906
3699 1935      1    13   128   371   609  1195  1277  1210   683   571   144    26   6228
3699 1936      3     5    59   349   791   934   870   939   948   524   179    20   5620
3699 1937      5     5   142   439   725  1081  1110   867   694   412   220    42   5742
3699 1938      3     5   126   333   652  1008  1077   868   816   555   141    16   5601
3699 1939      6     5    67   359   757   957  1415   990   997   606   213    34   6404
3699 1940      5    25   137   467   705   889  1150  1071  1017   315   157    28   5967
3699 1941      3    23    56   256   619   900  1159  1067   754   364   128    21   5349
3699 1942      4    18    90   338   674  1139  1096   953   830   631   181     6   5960
3699 1943      3    12   126   437   766  1104  1047   966   915   558    89    16   6041
3699 1944      5    10    92   418   683  1159  1335   973   501   361   272    41   5849
3699 1945      6    16    58   414   660  1189  1071   966   543   491   207    47   5666
3699 1946      7    47    73   277   586   947   944  1131   984   454   225    46   5720
3699 1947     14     3    77   217   770  1067  1346  1011   737   419   216    38   5915
3699 1948      5    14    91   438   546   979   893   808   775   478   184    14   5224
3699 1949      0    13   153   250   706   939   800   964   950   584   215    41   5616
3699 1950     15    21   146   306   697  1136  1020   913   805   475   184    32   5749
3699 1951      5    18    97   311   834   991   983   870   857   416   247    21   5650
3699 1952      1    14    99   495   650   953   948   838   753   498   141    21   5412
3699 1953      4    13    85   323   664   907  1138   790   830   353   269    29   5404
3699 1954      8    21    74   291   724  1036  1161   957   770   348   142    64   5595
3699 1955      1     5    94   328   760  1160  1124   877   897   540   252    30   6066
3699 1956     13    21   152   336   672   820  1218   851   801   397   182    15   5479
3699 1957      8    23    80   458   651   914  1148  1149   884   424   241    85   6065
3699 1958      4    21   107   404   638  1257  1176   971   850   406   124    25   5984
3699 1959      4     3    48   309   728   947  1031   926  1141   339   232    39   5747
3699 1960     16     8    79   399   645  1260  1319   929   778   597   293    44   6369
3699 1961      6    10    32   331   639  1062  1175  1033   860   476   136    24   5783
3699 1962     14    20   177   368   765  1189  1278  1206   764   456   251    38   6526
3699 1963      7    39   167   273   593  1244  1104  1066   789   510   163    36   5990
3699 1964      3    38   102   478   604   987  1217  1001   932   556   126    45   6090
3699 1965     15    19    71   459   690   917  1230  1007   773   580   291    33   6086
3699 1966      3    16   153   458   653  1042   986  1104   869   456   387    26   6154
3699 1967     12    27   148   418   814   969  1294  1096   740   400   308    49   6275
3699 1968      5     9    80   342   672  1105  1179   991   909   405   183    30   5910
3699 1969      7    15    99   406   729  1140  1373  1017   945   470   146    39   6385
3699 1970      6    10    53   311   632  1009  1270   967   912   544   284    23   6022
3699 1971     12    24    46   242   710   847  1052  1077   888   548   188    84   5719
3699 1972      7    19    86   521   769   901  1046  1014   622   460   295    22   5760
3699 1973      5     7    81   324   631   965   998  1001   784   421   233    64   5515
3699 1974      9    15   144   485   644   956  1010   934   879   625   141    30   5872
3699 1975      7    13   170   303   528  1005  1267   793   673   397   265    21   5443
3699 1976     21    31   147   534   873  1214  1520  1005   654   397   138    64   6598
3699 1977      5    15    79   450   618  1096  1296  1252   936   506   242    43   6539
3699 1978     13     8   101   453   649   980  1214  1280   716   502   207    57   6180
3699 1979     11    18   112   434   580   940  1136  1100   901   455   173    69   5928
